x y
2337.83 2614.31
2337.83 2614.51
2337.83 2614.71
2337.84 2614.91
2337.84 2615.11
2337.84 2615.31
2337.84 2615.51
2337.85 2615.71
2337.85 2615.91
2337.85 2616.11
2337.85 2616.31
2337.85 2616.51
2337.86 2616.71
2337.86 2616.91
2337.86 2617.11
2337.86 2617.31
2337.86 2617.51
2337.87 2617.71
2337.87 2617.91
2337.87 2618.11
2337.87 2618.31
2337.87 2618.51
2337.88 2618.71
2337.88 2618.91
2337.88 2619.11
2337.88 2619.31
2337.89 2619.51
2337.89 2619.71
2337.89 2619.91
2337.89 2620.11
2337.89 2620.31
2337.9 2620.51
2337.9 2620.71
2337.9 2620.91
2337.9 2621.11
2337.9 2621.31
2337.91 2621.51
2337.91 2621.71
2337.91 2621.91
2337.91 2622.11
2337.92 2622.31
2337.92 2622.51
2337.92 2622.71
2337.92 2622.91
2337.92 2623.11
2337.93 2623.31
2337.93 2623.51
2337.93 2623.71
2337.93 2623.91
2337.93 2624.11
2337.94 2624.31
2337.94 2624.51
2337.94 2624.71
2337.94 2624.91
2337.95 2625.11
2337.95 2625.31
2337.95 2625.51
2337.95 2625.71
2337.95 2625.91
2337.96 2626.11
2337.96 2626.31
2337.96 2626.51
2337.96 2626.71
2337.96 2626.91
2337.97 2627.11
2337.97 2627.31
2337.97 2627.51
2337.97 2627.71
2337.97 2627.91
2337.98 2628.11
2337.98 2628.31
2337.98 2628.51
2337.98 2628.71
2337.99 2628.91
2337.99 2629.11
2337.99 2629.31
2337.99 2629.51
2337.99 2629.71
2338 2629.91
2338 2630.11
2338 2630.31
2338 2630.51
2338 2630.71
2338.01 2630.91
2338.01 2631.11
2338.01 2631.31
2338.01 2631.51
2338.02 2631.71
2338.02 2631.91
2338.02 2632.11
2338.02 2632.31
2338.02 2632.51
2338.03 2632.71
2338.03 2632.91
2338.03 2633.11
2338.03 2633.31
2338.03 2633.51
2338.04 2633.71
2338.04 2633.91
2338.1 2645.69
2338.1 2645.89
2338.1 2646.09
2338.1 2646.29
2338.1 2646.49
2338.1 2646.69
2338.1 2646.89
2338.1 2647.09
2338.1 2647.29
2338.1 2647.49
2338.1 2647.69
2338.1 2647.89
2338.1 2648.09
2338.1 2648.29
2338.1 2648.49
2338.1 2648.69
2338.1 2648.89
2338.1 2649.09
2338.1 2649.29
2338.1 2649.49
2338.1 2649.69
2338.1 2649.89
2338.1 2650.09
2338.1 2650.29
2338.1 2650.49
2338.1 2650.69
2338.1 2650.89
2338.1 2651.09
2338.1 2651.29
2338.1 2651.49
2338.1 2651.69
2338.1 2651.89
2338.1 2652.09
2338.1 2652.29
2338.1 2652.49
2338.1 2652.69
2338.1 2652.89
2338.1 2653.09
2338.1 2653.29
2338.1 2653.49
2338.1 2653.69
2338.1 2653.89
2338.1 2654.09
2338.1 2654.29
2338.1 2654.49
2338.1 2654.69
2338.1 2654.89
2338.1 2655.09
2338.1 2655.29
2338.1 2655.49
2338.1 2655.69
2338.1 2655.89
2338.2 2661.97
2338.21 2662.17
2338.21 2662.37
2338.22 2662.57
2338.23 2662.76
2338.23 2662.96
2338.24 2663.16
2338.25 2663.36
2338.25 2663.56
2338.26 2663.76
2338.27 2663.96
2338.27 2664.16
2338.28 2664.36
2338.29 2664.56
2338.29 2664.76
2338.3 2664.96
2338.31 2665.16
2338.31 2665.36
2338.32 2665.56
2338.33 2665.76
2338.33 2665.96
2338.34 2666.16
2338.35 2666.36
2338.35 2666.56
2338.36 2666.76
2338.37 2666.96
2338.37 2667.16
2338.38 2667.36
2338.39 2667.56
2338.39 2667.76
2338.4 2667.96
2338.41 2668.16
2338.41 2668.36
2338.42 2668.56
2338.43 2668.76
2338.43 2668.96
2338.44 2669.16
2338.45 2669.36
2338.45 2669.56
2338.46 2669.76
2338.47 2669.96
2338.47 2670.16
2338.48 2670.36
2338.49 2670.56
2338.49 2670.76
2338.5 2670.96
2338.51 2671.16
2338.51 2671.36
2338.52 2671.56
2338.53 2671.76
2338.53 2671.96
2338.54 2672.16
2338.55 2672.36
2338.55 2672.56
2338.56 2672.76
2338.57 2672.96
2338.57 2673.16
2338.58 2673.36
2338.59 2673.56
2338.59 2673.76
2338.6 2673.96
2338.61 2674.16
2338.61 2674.36
2338.62 2674.56
2338.63 2674.76
2338.63 2674.96
2338.64 2675.16
2338.65 2675.36
2338.65 2675.56
2338.66 2675.76
2338.67 2675.96
2338.67 2676.16
2338.68 2676.36
2338.69 2676.56
2338.69 2676.76
2338.7 2676.96
2338.71 2677.16
2338.71 2677.36
2338.72 2677.56
2338.73 2677.76
2338.73 2677.96
2338.74 2678.16
2338.75 2678.36
2338.75 2678.56
2338.76 2678.76
2338.77 2678.96
2338.77 2679.16
2338.78 2679.36
2338.79 2679.56
2338.79 2679.76
2338.8 2679.96
2338.81 2680.16
2338.81 2680.36
2338.82 2680.56
2338.83 2680.76
2338.83 2680.96
2338.84 2681.16
2338.85 2681.36
2338.85 2681.56
2338.86 2681.75
2338.87 2681.95
2338.87 2682.15
2338.91 2683.97
2338.91 2684.17
2338.91 2684.37
2338.91 2684.57
2338.91 2684.77
2338.92 2684.97
2338.92 2685.17
2338.92 2685.37
2338.92 2685.57
2338.92 2685.77
2338.92 2685.97
2338.92 2686.17
2338.93 2686.37
2338.93 2686.57
2338.93 2686.77
2338.93 2686.97
2338.93 2687.17
2338.93 2687.37
2338.93 2687.57
2338.94 2687.77
2338.94 2687.97
2338.94 2688.17
2338.94 2688.37
2338.94 2688.57
2338.94 2688.77
2338.95 2688.97
2338.95 2689.17
2338.95 2689.37
2338.95 2689.57
2338.95 2689.77
2338.95 2689.97
2338.95 2690.17
2338.96 2690.37
2338.96 2690.57
2338.96 2690.77
2338.96 2690.97
2338.96 2691.17
2338.96 2691.37
2338.97 2691.57
2338.97 2691.77
2338.97 2691.97
2338.97 2692.17
2338.97 2692.37
2338.97 2692.57
2338.97 2692.77
2338.98 2692.97
2338.98 2693.17
2338.98 2693.37
2338.98 2693.57
2338.98 2693.77
2338.98 2693.97
2338.99 2694.17
2338.99 2694.37
2338.99 2694.57
2338.99 2694.77
2338.99 2694.97
2338.99 2695.17
2338.99 2695.37
2339 2695.57
2339 2695.77
2339 2695.97
2339 2696.17
2339 2696.37
2339 2696.57
2339 2696.77
2339.01 2696.97
2339.01 2697.17
2339.01 2697.37
2339.01 2697.57
2339.01 2697.77
2339.01 2697.97
2339.02 2698.17
2339.02 2698.37
2339.02 2698.57
2339.02 2698.77
2339.02 2698.97
2339.02 2699.17
2339.02 2699.37
2339.03 2699.57
2339.03 2699.77
2339.03 2699.97
2339.03 2700.17
2339.03 2700.37
2339.03 2700.57
2339.04 2700.77
2339.04 2700.97
2339.04 2701.17
2339.04 2701.37
2339.04 2701.57
2339.04 2701.77
2339.04 2701.97
2339.05 2702.17
2339.05 2702.37
2339.05 2702.57
2339.05 2702.77
2339.05 2702.97
2339.05 2703.17
2339.06 2703.37
2339.06 2703.57
2339.06 2703.77
2339.06 2703.97
2339.16 2714.7
2339.16 2714.9
2339.16 2715.1
2339.16 2715.3
2339.17 2715.5
2339.17 2715.7
2339.17 2715.9
2339.17 2716.1
2339.17 2716.3
2339.18 2716.5
2339.18 2716.7
2339.18 2716.9
2339.18 2717.1
2339.18 2717.3
2339.19 2717.5
2339.19 2717.7
2339.19 2717.9
2339.19 2718.1
2339.2 2718.3
2339.2 2718.5
2339.2 2718.7
2339.2 2718.9
2339.2 2719.1
2339.21 2719.3
2339.21 2719.5
2339.21 2719.7
2339.21 2719.9
2339.21 2720.1
2339.22 2720.3
2339.22 2720.5
2339.22 2720.7
2339.22 2720.9
2339.22 2721.1
2339.23 2721.3
2339.23 2721.5
2339.23 2721.7
2339.23 2721.9
2339.24 2722.1
2339.24 2722.3
2339.24 2722.5
2339.24 2722.7
2339.24 2722.9
2339.25 2723.1
2339.25 2723.3
2339.25 2723.5
2339.25 2723.7
2339.25 2723.9
2339.26 2724.1
2339.26 2724.3
2339.26 2724.5
2339.26 2724.7
2339.26 2724.9
2339.28 2731.96
2339.28 2732.16
2339.28 2732.36
2339.28 2732.56
2339.28 2732.76
2339.28 2732.96
2339.28 2733.16
2339.28 2733.36
2339.27 2733.56
2339.27 2733.76
2339.27 2733.96
2339.27 2734.16
2339.27 2734.36
2339.27 2734.56
2339.27 2734.76
2339.27 2734.96
2339.27 2735.16
2339.27 2735.36
2339.27 2735.56
2339.26 2735.76
2339.26 2735.96
2339.26 2736.16
2339.26 2736.36
2339.26 2736.56
2339.26 2736.76
2339.26 2736.96
2339.26 2737.16
2339.26 2737.36
2339.26 2737.56
2339.25 2737.76
2339.25 2737.96
2339.25 2738.16
2339.25 2738.36
2339.25 2738.56
2339.25 2738.76
2339.25 2738.96
2339.25 2739.16
2339.25 2739.36
2339.25 2739.56
2339.24 2739.76
2339.24 2739.96
2339.24 2740.16
2339.24 2740.36
2339.24 2740.56
2339.24 2740.76
2339.24 2740.96
2339.24 2741.16
2339.24 2741.36
2339.24 2741.56
2339.24 2741.76
2339.23 2741.96
2339.23 2742.16
2339.23 2742.36
2339.23 2742.56
2339.23 2742.76
2339.23 2742.96
2339.23 2743.16
2339.23 2743.36
2339.23 2743.56
2339.23 2743.76
2339.22 2743.96
2339.22 2744.16
2339.22 2744.36
2339.22 2744.56
2339.22 2744.76
2339.22 2744.96
2339.22 2745.16
2339.22 2745.36
2339.22 2745.56
2339.22 2745.76
2339.22 2745.96
2339.21 2746.16
2339.21 2746.36
2339.21 2746.56
2339.21 2746.76
2339.21 2746.96
2339.21 2747.16
2339.21 2747.36
2339.21 2747.56
2339.21 2747.76
2339.21 2747.96
2339.2 2748.16
2339.2 2748.36
2339.2 2748.56
2339.2 2748.76
2339.2 2748.96
2339.2 2749.08
2339.2 2749.28
2339.2 2749.48
2339.21 2749.68
2339.21 2749.88
2339.21 2750.08
2339.21 2750.28
2339.21 2750.48
2339.21 2750.68
2339.22 2750.88
2339.22 2751.08
2339.22 2751.28
2339.22 2751.48
2339.22 2751.68
2339.22 2751.88
2339.23 2752.08
2339.23 2752.28
2339.23 2752.48
2339.23 2752.68
2339.23 2752.88
2339.23 2753.08
2339.24 2753.28
2339.24 2753.48
2339.24 2753.68
2339.24 2753.88
2339.24 2754.08
2339.24 2754.28
2339.25 2754.48
2339.25 2754.68
2339.25 2754.88
2339.25 2755.08
2339.25 2755.28
2339.25 2755.48
2339.26 2755.68
2339.26 2755.88
2339.26 2756.08
2339.26 2756.28
2339.26 2756.48
2339.26 2756.68
2339.27 2756.88
2339.27 2757.08
2339.27 2757.28
2339.27 2757.48
2339.27 2757.68
2339.27 2757.88
2339.28 2758.08
2339.28 2758.28
2339.28 2758.48
2339.28 2758.68
2339.28 2758.88
2339.28 2759.08
2339.29 2759.28
2339.29 2759.48
2339.29 2759.68
2339.29 2759.88
2339.29 2760.08
2339.29 2760.28
2339.3 2760.48
2339.3 2760.68
2339.3 2760.88
2339.3 2761.08
2339.3 2761.28
2339.3 2761.48
2339.31 2761.68
2339.31 2761.88
2339.31 2762.08
2339.31 2762.28
2339.31 2762.48
2339.31 2762.68
2339.32 2762.88
2339.32 2763.08
2339.32 2763.28
2339.32 2763.48
2339.32 2763.68
2339.32 2763.88
2339.33 2764.08
2339.33 2764.28
2339.33 2764.48
2339.33 2764.68
2339.33 2764.88
2339.33 2765.08
2339.34 2765.28
2339.34 2765.48
2339.34 2765.68
2339.34 2765.88
2339.34 2766.08
2339.34 2766.28
2339.35 2766.48
2339.35 2766.68
2339.35 2766.88
2339.35 2767.08
2339.35 2767.28
2339.35 2767.48
2339.36 2767.68
2339.36 2767.88
2339.36 2768.08
2339.36 2768.28
2339.36 2768.48
2339.36 2768.68
2339.37 2768.88
2339.37 2769.08
2339.37 2769.28
2339.37 2769.48
2339.37 2769.68
2339.37 2769.88
2339.38 2770.08
2339.38 2770.28
2339.38 2770.48
2339.38 2770.68
2339.38 2770.88
2339.38 2771.08
2339.39 2771.28
2339.39 2771.48
2339.39 2771.68
2339.39 2771.88
2339.39 2772.08
2339.39 2772.28
2339.4 2772.48
2339.2 2775.09
2339.17 2775.29
2339.17 2775.29
2339.15 2775.49
2339.13 2775.68
2339.11 2775.88
2339.08 2776.08
2339.06 2776.28
2339.04 2776.48
2339.01 2776.68
2338.99 2776.88
2338.97 2777.08
2338.94 2777.27
2338.92 2777.47
2338.9 2777.67
2338.88 2777.87
2338.85 2778.07
2338.83 2778.27
2338.81 2778.47
2338.78 2778.66
2338.76 2778.86
2338.74 2779.06
2338.71 2779.26
2338.69 2779.46
2338.67 2779.66
2338.64 2779.86
2338.62 2780.06
2338.6 2780.25
2338.58 2780.45
2338.55 2780.65
2338.53 2780.85
2338.51 2781.05
2338.48 2781.25
2338.46 2781.45
2338.44 2781.64
2338.41 2781.84
2338.39 2782.04
2338.37 2782.24
2338.35 2782.44
2338.32 2782.64
2338.3 2782.84
2338.28 2783.04
2338.25 2783.23
2338.23 2783.43
2338.21 2783.63
2338.18 2783.83
2338.16 2784.03
2338.14 2784.23
2338.11 2784.43
2338.09 2784.62
2338.07 2784.82
2338.05 2785.02
2338.02 2785.22
2338.02 2785.22
2338 2785.42
2337.98 2785.62
2337.95 2785.82
2337.93 2786.01
2337.91 2786.21
2337.88 2786.41
2337.86 2786.61
2337.84 2786.81
2337.82 2787.01
2337.79 2787.21
2337.77 2787.41
2337.75 2787.6
2337.72 2787.8
2337.7 2788
2337.68 2788.2
2337.65 2788.4
2337.63 2788.6
2337.61 2788.8
2337.58 2788.99
2337.56 2789.19
2337.54 2789.39
2337.52 2789.59
2337.49 2789.79
2337.47 2789.99
2337.45 2790.19
2337.42 2790.39
2337.4 2790.58
2337.38 2790.78
2337.35 2790.98
2337.33 2791.18
2337.31 2791.38
2337.29 2791.58
2337.26 2791.78
2337.24 2791.97
2337.22 2792.17
2337.19 2792.37
2337.17 2792.57
2337.15 2792.77
2337.12 2792.97
2337.1 2793.17
2337.08 2793.37
2337.05 2793.56
2337.03 2793.76
2337.01 2793.96
2336.99 2794.16
2336.96 2794.36
2336.94 2794.56
2336.92 2794.76
2335.16 2804.17
2335.11 2804.37
2335.07 2804.56
2335.02 2804.75
2334.97 2804.95
2334.92 2805.14
2334.88 2805.34
2334.83 2805.53
2334.78 2805.73
2334.73 2805.92
2334.68 2806.11
2334.64 2806.31
2334.59 2806.5
2334.54 2806.7
2334.49 2806.89
2334.45 2807.09
2334.4 2807.28
2334.35 2807.47
2334.3 2807.67
2334.26 2807.86
2334.21 2808.06
2334.16 2808.25
2334.11 2808.44
2334.06 2808.64
2334.02 2808.83
2333.97 2809.03
2333.92 2809.22
2333.87 2809.42
2333.83 2809.61
2333.78 2809.8
2333.73 2810
2333.68 2810.19
2333.64 2810.39
2333.59 2810.58
2333.54 2810.78
2333.49 2810.97
2333.44 2811.16
2333.4 2811.36
2333.35 2811.55
2333.3 2811.75
2333.25 2811.94
2333.21 2812.14
2333.16 2812.33
2333.11 2812.52
2333.06 2812.72
2333.01 2812.91
2332.97 2813.11
2332.92 2813.3
2332.87 2813.49
2332.82 2813.69
2332.78 2813.88
2332.73 2814.08
2332.73 2814.08
2332.68 2814.27
2332.63 2814.47
2332.59 2814.66
2332.54 2814.85
2332.49 2815.05
2332.44 2815.24
2332.39 2815.44
2332.35 2815.63
2332.3 2815.83
2332.25 2816.02
2332.2 2816.21
2332.16 2816.41
2332.11 2816.6
2332.06 2816.8
2332.01 2816.99
2331.96 2817.18
2331.92 2817.38
2331.87 2817.57
2331.82 2817.77
2331.77 2817.96
2331.73 2818.16
2331.68 2818.35
2331.63 2818.54
2331.58 2818.74
2331.54 2818.93
2331.49 2819.13
2331.44 2819.32
2331.39 2819.52
2331.34 2819.71
2331.3 2819.9
2331.25 2820.1
2331.2 2820.29
2331.15 2820.49
2331.11 2820.68
2331.06 2820.87
2331.01 2821.07
2330.96 2821.26
2330.92 2821.46
2330.87 2821.65
2330.82 2821.85
2330.77 2822.04
2330.72 2822.23
2330.68 2822.43
2330.63 2822.62
2330.42 2823.32
2330.35 2823.51
2330.29 2823.7
2330.22 2823.89
2330.16 2824.08
2330.22 2823.89
2330.16 2824.08
2330.09 2824.27
2330.03 2824.46
2329.96 2824.64
2329.9 2824.83
2329.83 2825.02
2329.77 2825.21
2329.71 2825.4
2329.64 2825.59
2329.58 2825.78
2329.51 2825.97
2329.45 2826.16
2329.38 2826.35
2329.32 2826.54
2329.25 2826.73
2329.19 2826.92
2329.12 2827.11
2329.06 2827.29
2329 2827.48
2328.93 2827.67
2328.87 2827.86
2328.8 2828.05
2328.74 2828.24
2328.67 2828.43
2328.61 2828.62
2328.54 2828.81
2328.48 2829
2328.41 2829.19
2328.35 2829.38
2328.28 2829.57
2328.22 2829.76
2328.16 2829.94
2328.09 2830.13
2328.03 2830.32
2327.96 2830.51
2327.9 2830.7
2327.83 2830.89
2327.77 2831.08
2327.7 2831.27
2327.64 2831.46
2327.57 2831.65
2327.51 2831.84
2327.44 2832.03
2327.38 2832.22
2327.32 2832.41
2327.25 2832.59
2327.19 2832.78
2327.12 2832.97
2327.06 2833.16
2326.99 2833.35
2326.99 2833.35
2326.93 2833.54
2326.86 2833.73
2326.8 2833.92
2326.73 2834.11
2326.67 2834.3
2326.61 2834.49
2326.54 2834.68
2326.48 2834.87
2326.41 2835.06
2326.35 2835.24
2326.28 2835.43
2326.22 2835.62
2326.15 2835.81
2326.09 2836
2326.02 2836.19
2325.96 2836.38
2325.89 2836.57
2325.83 2836.76
2325.77 2836.95
2325.7 2837.14
2325.64 2837.33
2325.57 2837.52
2325.51 2837.71
2325.44 2837.89
2325.38 2838.08
2325.31 2838.27
2325.25 2838.46
2325.18 2838.65
2325.12 2838.84
2325.05 2839.03
2324.99 2839.22
2324.93 2839.41
2324.86 2839.6
2324.8 2839.79
2324.73 2839.98
2324.67 2840.17
2324.6 2840.36
2324.54 2840.54
2324.47 2840.73
2324.41 2840.92
2324.34 2841.11
2324.28 2841.3
2324.22 2841.49
2324.15 2841.68
2324.09 2841.87
2324.02 2842.06
2323.96 2842.25
2323.89 2842.44
2323.83 2842.63
2323.89 2842.44
2323.83 2842.63
2323.76 2842.82
2323.7 2843.01
2323.63 2843.19
2323.57 2843.38
2323.5 2843.57
2323.44 2843.76
2323.38 2843.95
2323.31 2844.14
2323.25 2844.33
2323.18 2844.52
2323.12 2844.71
2323.05 2844.9
2322.99 2845.09
2322.92 2845.28
2322.86 2845.47
2322.79 2845.66
2322.73 2845.84
2322.66 2846.03
2322.6 2846.22
2322.54 2846.41
2322.47 2846.6
2322.41 2846.79
2322.34 2846.98
2322.28 2847.17
2322.21 2847.36
2322.15 2847.55
2322.08 2847.74
2322.02 2847.93
2321.95 2848.12
2321.89 2848.3
2321.59 2849.05
2321.5 2849.23
2321.42 2849.41
2321.34 2849.59
2321.25 2849.78
2321.17 2849.96
2321.09 2850.14
2321 2850.32
2320.92 2850.5
2320.84 2850.69
2320.75 2850.87
2320.67 2851.05
2320.59 2851.23
2320.5 2851.41
2320.42 2851.59
2320.34 2851.78
2320.25 2851.96
2320.17 2852.14
2320.09 2852.32
2320.17 2852.14
2320.09 2852.32
2320 2852.5
2319.92 2852.69
2319.84 2852.87
2319.75 2853.05
2319.67 2853.23
2319.59 2853.41
2319.5 2853.59
2319.42 2853.78
2319.34 2853.96
2319.25 2854.14
2319.17 2854.32
2319.09 2854.5
2319 2854.69
2318.92 2854.87
2318.84 2855.05
2318.75 2855.23
2318.67 2855.41
2318.59 2855.59
2318.5 2855.78
2318.42 2855.96
2318.34 2856.14
2318.25 2856.32
2318.17 2856.5
2318.09 2856.69
2318 2856.87
2317.92 2857.05
2317.84 2857.23
2317.75 2857.41
2317.67 2857.6
2317.59 2857.78
2317.5 2857.96
2317.42 2858.14
2317.34 2858.32
2317.25 2858.5
2317.17 2858.69
2317.09 2858.87
2317 2859.05
2316.92 2859.23
2316.84 2859.41
2316.75 2859.6
2316.67 2859.78
2316.59 2859.96
2316.5 2860.14
2316.42 2860.32
2316.34 2860.5
2316.25 2860.69
2316.17 2860.87
2316.09 2861.05
2316 2861.23
2316.09 2861.05
2316 2861.23
2315.92 2861.41
2315.84 2861.6
2315.75 2861.78
2315.67 2861.96
2315.59 2862.14
2315.5 2862.32
2315.42 2862.5
2315.34 2862.69
2315.25 2862.87
2315.17 2863.05
2315.09 2863.23
2315 2863.41
2314.92 2863.6
2314.84 2863.78
2314.75 2863.96
2314.67 2864.14
2314.59 2864.32
2314.5 2864.5
2314.42 2864.69
2314.34 2864.87
2314.25 2865.05
2314.17 2865.23
2314.09 2865.41
2314 2865.6
2313.92 2865.78
2313.84 2865.96
2313.75 2866.14
2313.67 2866.32
2313.59 2866.5
2313.51 2866.69
2313.42 2866.87
2313.34 2867.05
2313.26 2867.23
2313.17 2867.41
2313.09 2867.6
2313.01 2867.78
2312.92 2867.96
2312.84 2868.14
2312.76 2868.32
2312.67 2868.5
2312.59 2868.69
2312.51 2868.87
2312.42 2869.05
2312.34 2869.23
2312.26 2869.41
2312.17 2869.6
2312.09 2869.78
2312.01 2869.96
2311.92 2870.14
2311.84 2870.32
2311.84 2870.32
2311.76 2870.5
2311.67 2870.69
2311.59 2870.87
2311.51 2871.05
2311.42 2871.23
2311.34 2871.41
2311.26 2871.6
2311.17 2871.78
2311.09 2871.96
2311.01 2872.14
2310.92 2872.32
2310.84 2872.5
2310.76 2872.69
2310.67 2872.87
2310.59 2873.05
2310.51 2873.23
2310.42 2873.41
2310.34 2873.6
2310.26 2873.78
2310.17 2873.96
2310.09 2874.14
2310.01 2874.32
2309.92 2874.5
2309.84 2874.69
2309.76 2874.87
2309.67 2875.05
2309.59 2875.23
2309.51 2875.41
2309.42 2875.6
2309.34 2875.78
2309.26 2875.96
2309.17 2876.14
2309.09 2876.32
2308.69 2877.09
2308.58 2877.26
2308.48 2877.43
2308.38 2877.6
2308.27 2877.77
2308.17 2877.94
2308.07 2878.12
2307.96 2878.29
2307.86 2878.46
2307.76 2878.63
2307.66 2878.8
2307.55 2878.97
2307.45 2879.14
2307.35 2879.32
2307.24 2879.49
2307.14 2879.66
2307.04 2879.83
2307.04 2879.83
2306.94 2880
2306.83 2880.17
2306.73 2880.34
2306.63 2880.52
2306.52 2880.69
2306.42 2880.86
2306.32 2881.03
2306.22 2881.2
2306.11 2881.37
2306.01 2881.55
2305.91 2881.72
2305.8 2881.89
2305.7 2882.06
2305.6 2882.23
2305.5 2882.4
2305.39 2882.57
2305.29 2882.75
2305.19 2882.92
2305.08 2883.09
2304.98 2883.26
2304.88 2883.43
2304.78 2883.6
2304.67 2883.77
2304.57 2883.95
2304.47 2884.12
2304.36 2884.29
2304.26 2884.46
2304.16 2884.63
2304.05 2884.8
2303.95 2884.98
2303.85 2885.15
2303.75 2885.32
2303.64 2885.49
2303.54 2885.66
2303.44 2885.83
2303.33 2886
2303.23 2886.18
2303.13 2886.35
2303.03 2886.52
2302.92 2886.69
2302.82 2886.86
2302.72 2887.03
2302.61 2887.2
2302.51 2887.38
2302.41 2887.55
2302.31 2887.72
2302.2 2887.89
2302.1 2888.06
2302 2888.23
2301.89 2888.41
2302 2888.23
2301.89 2888.41
2301.79 2888.58
2301.69 2888.75
2301.59 2888.92
2301.48 2889.09
2301.38 2889.26
2301.28 2889.43
2301.17 2889.61
2301.07 2889.78
2300.97 2889.95
2300.86 2890.12
2300.76 2890.29
2300.66 2890.46
2300.56 2890.63
2300.45 2890.81
2300.35 2890.98
2300.25 2891.15
2300.14 2891.32
2300.04 2891.49
2299.94 2891.66
2299.84 2891.84
2299.73 2892.01
2299.63 2892.18
2299.53 2892.35
2299.42 2892.52
2299.32 2892.69
2299.22 2892.86
2299.12 2893.04
2299.01 2893.21
2298.91 2893.38
2298.81 2893.55
2298.7 2893.72
2298.6 2893.89
2298.5 2894.06
2298.4 2894.24
2298.29 2894.41
2298.19 2894.58
2298.09 2894.75
2297.98 2894.92
2297.88 2895.09
2297.78 2895.27
2297.68 2895.44
2297.57 2895.61
2297.47 2895.78
2297.37 2895.95
2297.26 2896.12
2297.16 2896.29
2297.06 2896.47
2296.95 2896.64
2296.85 2896.81
2296.95 2896.64
2296.85 2896.81
2296.75 2896.98
2296.65 2897.15
2296.54 2897.32
2296.44 2897.49
2296.34 2897.67
2296.23 2897.84
2296.13 2898.01
2296.03 2898.18
2295.93 2898.35
2295.82 2898.52
2295.72 2898.7
2295.62 2898.87
2295.51 2899.04
2295.41 2899.21
2295.31 2899.38
2295.21 2899.55
2295.1 2899.72
2295 2899.9
2294.9 2900.07
2294.79 2900.24
2294.69 2900.41
2294.59 2900.58
2294.49 2900.75
2294.38 2900.92
2294.28 2901.1
2294.18 2901.27
2294.07 2901.44
2293.97 2901.61
2293.87 2901.78
2293.76 2901.95
2293.66 2902.13
2293.56 2902.3
2293.46 2902.47
2293.35 2902.64
2293.25 2902.81
2293.15 2902.98
2293.04 2903.15
2292.94 2903.33
2292.84 2903.5
2292.74 2903.67
2292.63 2903.84
2292.53 2904.01
2292.43 2904.18
2292.32 2904.35
2292.22 2904.53
2292.12 2904.7
2292.02 2904.87
2291.91 2905.04
2290.72 2906.82
2291.91 2905.04
2291.81 2905.21
2291.71 2905.38
2291.35 2905.93
2291.24 2906.09
2291.12 2906.26
2291.01 2906.42
2290.89 2906.58
2290.78 2906.75
2290.66 2906.91
2290.54 2907.07
2290.43 2907.24
2290.31 2907.4
2290.2 2907.56
2290.08 2907.73
2289.97 2907.89
2289.85 2908.05
2289.74 2908.22
2289.62 2908.38
2289.51 2908.54
2289.39 2908.71
2289.27 2908.87
2289.16 2909.03
2289.04 2909.19
2288.93 2909.36
2288.81 2909.52
2288.7 2909.68
2288.58 2909.85
2288.47 2910.01
2288.35 2910.17
2288.24 2910.34
2288.12 2910.5
2288 2910.66
2287.89 2910.83
2287.77 2910.99
2287.66 2911.15
2287.54 2911.32
2287.43 2911.48
2287.31 2911.64
2287.2 2911.81
2287.08 2911.97
2286.97 2912.13
2286.85 2912.3
2286.73 2912.46
2286.62 2912.62
2286.5 2912.79
2286.39 2912.95
2286.27 2913.11
2286.16 2913.28
2286.04 2913.44
2285.93 2913.6
2286.04 2913.44
2285.93 2913.6
2285.81 2913.77
2285.7 2913.93
2285.58 2914.09
2285.46 2914.26
2285.35 2914.42
2285.23 2914.58
2285.12 2914.75
2285 2914.91
2284.89 2915.07
2284.77 2915.24
2284.66 2915.4
2284.54 2915.56
2284.43 2915.73
2284.31 2915.89
2284.19 2916.05
2284.08 2916.22
2283.96 2916.38
2283.85 2916.54
2283.73 2916.71
2283.62 2916.87
2283.5 2917.03
2283.39 2917.2
2283.27 2917.36
2283.16 2917.52
2283.04 2917.69
2282.92 2917.85
2282.81 2918.01
2282.69 2918.18
2282.58 2918.34
2282.46 2918.5
2282.35 2918.67
2282.23 2918.83
2282.12 2918.99
2282 2919.16
2281.88 2919.32
2281.77 2919.48
2281.65 2919.65
2281.54 2919.81
2281.42 2919.97
2281.31 2920.14
2281.19 2920.3
2281.08 2920.46
2280.96 2920.63
2280.85 2920.79
2280.73 2920.95
2280.61 2921.12
2280.5 2921.28
2280.38 2921.44
2280.27 2921.61
2280.38 2921.44
2280.27 2921.61
2280.15 2921.77
2280.04 2921.93
2279.92 2922.1
2279.81 2922.26
2279.69 2922.42
2279.58 2922.59
2279.46 2922.75
2279.34 2922.91
2279.23 2923.08
2279.11 2923.24
2279 2923.4
2278.88 2923.57
2278.77 2923.73
2278.65 2923.89
2278.54 2924.06
2278.42 2924.22
2278.31 2924.38
2278.19 2924.55
2278.07 2924.71
2277.96 2924.87
2277.84 2925.04
2277.73 2925.2
2277.61 2925.36
2277.5 2925.53
2277.38 2925.69
2277.27 2925.85
2277.15 2926.01
2277.04 2926.18
2276.92 2926.34
