x y
1065.95 1168.13
1066.13 1168.2
1066.32 1168.28
1066.5 1168.36
1066.69 1168.43
1066.87 1168.51
1067.05 1168.59
1067.24 1168.67
1067.42 1168.74
1067.61 1168.82
1067.79 1168.9
1067.98 1168.97
1068.16 1169.05
1068.35 1169.13
1068.53 1169.21
1068.71 1169.28
1068.9 1169.36
1069.08 1169.44
1069.27 1169.51
1069.45 1169.59
1069.64 1169.67
1069.82 1169.75
1070.01 1169.82
1070.19 1169.9
1070.38 1169.98
1070.56 1170.05
1070.74 1170.13
1070.93 1170.21
1071.11 1170.29
1071.3 1170.36
1071.48 1170.44
1071.67 1170.52
1071.85 1170.59
1072.04 1170.67
1072.22 1170.75
1072.41 1170.83
1072.59 1170.9
1072.77 1170.98
1072.96 1171.06
1073.14 1171.14
1073.33 1171.21
1073.51 1171.29
1073.7 1171.37
1073.88 1171.44
1074.07 1171.52
1074.25 1171.6
1074.43 1171.68
1074.62 1171.75
1074.8 1171.83
1074.99 1171.91
1075.17 1171.98
1075.36 1172.06
1075.54 1172.14
1075.73 1172.22
1075.91 1172.29
1076.1 1172.37
1076.28 1172.45
1076.46 1172.52
1076.65 1172.6
1085.06 1175.45
1085.25 1175.5
1085.45 1175.54
1085.64 1175.59
1085.83 1175.64
1086.03 1175.69
1086.22 1175.74
1086.42 1175.79
1086.61 1175.83
1086.8 1175.88
1087 1175.93
1087.19 1175.98
1087.39 1176.03
1087.58 1176.08
1087.77 1176.12
1087.97 1176.17
1088.16 1176.22
1088.36 1176.27
1088.55 1176.32
1088.74 1176.37
1088.94 1176.41
1089.13 1176.46
1089.33 1176.51
1089.52 1176.56
1089.72 1176.61
1089.91 1176.66
1090.1 1176.7
1090.3 1176.75
1090.49 1176.8
1090.69 1176.85
1090.88 1176.9
1091.07 1176.94
1091.27 1176.99
1091.46 1177.04
1091.66 1177.09
1091.85 1177.14
1092.04 1177.19
1092.24 1177.23
1092.43 1177.28
1092.63 1177.33
1092.82 1177.38
1093.01 1177.43
1093.21 1177.48
1093.4 1177.52
1093.6 1177.57
1093.79 1177.62
1093.99 1177.67
1094.18 1177.72
1094.37 1177.77
1094.57 1177.81
1094.76 1177.86
1094.96 1177.91
1095.15 1177.96
1095.34 1178.01
1095.54 1178.06
1095.73 1178.1
1095.93 1178.15
1096.12 1178.2
1096.32 1178.25
1096.51 1178.3
1096.7 1178.35
1096.9 1178.39
1097.09 1178.44
1097.29 1178.49
1097.48 1178.54
1097.67 1178.59
1097.87 1178.63
1098.06 1178.68
1098.26 1178.73
1098.45 1178.78
1098.64 1178.83
1098.84 1178.88
1099.03 1178.92
1099.23 1178.97
1099.42 1179.02
1099.61 1179.07
1099.81 1179.12
1100 1179.17
1100.2 1179.21
1100.39 1179.26
1100.59 1179.31
1100.78 1179.36
1100.97 1179.41
1101.17 1179.46
1101.36 1179.5
1101.56 1179.55
1101.75 1179.6
1101.94 1179.65
1102.14 1179.7
1102.33 1179.75
1102.53 1179.79
1102.72 1179.84
1102.91 1179.89
1103.11 1179.94
1103.3 1179.99
1102.82 1179.91
1103.02 1179.93
1103.22 1179.96
1103.42 1179.98
1103.61 1180.01
1103.81 1180.04
1104.01 1180.06
1104.21 1180.09
1104.41 1180.11
1104.61 1180.14
1104.8 1180.16
1105 1180.19
1105.2 1180.22
1105.4 1180.24
1105.6 1180.27
1105.8 1180.29
1105.99 1180.32
1106.19 1180.34
1106.39 1180.37
1106.59 1180.4
1106.79 1180.42
1106.99 1180.45
1107.18 1180.47
1107.38 1180.5
1107.58 1180.53
1107.78 1180.55
1107.98 1180.58
1108.18 1180.6
1108.37 1180.63
1108.57 1180.65
1108.77 1180.68
1108.97 1180.71
1109.17 1180.73
1109.37 1180.76
1109.56 1180.78
1109.76 1180.81
1109.96 1180.83
1110.16 1180.86
1110.36 1180.89
1110.56 1180.91
1110.75 1180.94
1110.95 1180.96
1111.15 1180.99
1111.35 1181.01
1111.55 1181.04
1111.75 1181.07
1111.94 1181.09
1112.14 1181.12
1112.34 1181.14
1112.54 1181.17
1112.74 1181.19
1112.94 1181.22
1113.13 1181.25
1113.33 1181.27
1113.53 1181.3
1113.73 1181.32
1113.93 1181.35
1114.13 1181.37
1114.32 1181.4
1114.52 1181.43
1114.72 1181.45
1114.92 1181.48
1115.12 1181.5
1115.32 1181.53
1115.51 1181.56
1115.71 1181.58
1115.91 1181.61
1116.11 1181.63
1116.31 1181.66
1116.51 1181.68
1116.7 1181.71
1116.9 1181.74
1117.1 1181.76
1117.3 1181.79
1117.5 1181.81
1117.7 1181.84
1117.89 1181.86
1118.09 1181.89
1118.29 1181.92
1118.49 1181.94
1118.69 1181.97
1118.89 1181.99
1119.08 1182.02
1119.28 1182.04
1119.48 1182.07
1119.68 1182.1
1119.88 1182.12
1120.08 1182.15
1120.27 1182.17
1120.47 1182.2
1120.67 1182.22
1120.87 1182.25
1121.07 1182.28
1121.27 1182.3
1121.46 1182.33
1121.66 1182.35
1121.86 1182.38
1122.06 1182.4
1122.26 1182.43
1122.46 1182.46
1122.65 1182.48
1122.85 1182.51
1123.05 1182.53
1123.25 1182.56
1123.45 1182.59
1131.98 1183.47
1132.18 1183.48
1132.38 1183.5
1132.58 1183.51
1132.77 1183.53
1132.97 1183.54
1133.17 1183.56
1133.37 1183.57
1133.57 1183.59
1133.77 1183.6
1133.97 1183.62
1134.17 1183.63
1134.37 1183.65
1134.57 1183.66
1134.77 1183.68
1134.97 1183.69
1135.17 1183.71
1135.37 1183.72
1135.57 1183.74
1135.77 1183.75
1135.97 1183.77
1136.17 1183.78
1136.36 1183.8
1136.56 1183.81
1136.76 1183.83
1136.96 1183.84
1137.16 1183.86
1137.36 1183.87
1137.56 1183.89
1137.76 1183.9
1137.96 1183.92
1138.16 1183.93
1138.36 1183.95
1138.56 1183.96
1138.76 1183.98
1138.96 1184
1139.16 1184.01
1139.36 1184.03
1139.56 1184.04
1139.75 1184.06
1139.95 1184.07
1140.15 1184.09
1140.35 1184.1
1140.55 1184.12
1140.75 1184.13
1140.95 1184.15
1141.15 1184.16
1141.35 1184.18
1141.55 1184.19
1141.75 1184.21
1141.95 1184.22
1142.15 1184.24
1142.35 1184.25
1142.55 1184.27
1142.75 1184.28
1142.95 1184.3
1143.15 1184.31
1143.34 1184.33
1143.54 1184.34
1143.74 1184.36
1143.94 1184.37
1144.14 1184.39
1144.34 1184.4
1144.54 1184.42
1144.74 1184.43
1144.94 1184.45
1145.14 1184.46
1145.34 1184.48
1145.54 1184.49
1145.74 1184.51
1145.94 1184.53
1146.14 1184.54
1146.34 1184.56
1146.54 1184.57
1146.73 1184.59
1146.93 1184.6
1147.13 1184.62
1147.33 1184.63
1147.53 1184.65
1147.73 1184.66
1147.93 1184.68
1148.13 1184.69
1148.33 1184.71
1148.53 1184.72
1148.73 1184.74
1148.93 1184.75
1149.13 1184.77
1149.33 1184.78
1149.53 1184.8
1149.73 1184.81
1149.93 1184.83
1150.13 1184.84
1150.32 1184.86
1150.52 1184.87
1150.72 1184.89
1150.92 1184.9
1151.12 1184.92
1151.32 1184.93
1151.52 1184.95
1151.72 1184.96
1151.92 1184.98
1152.12 1184.99
1152.32 1185.01
1152.52 1185.02
1152.72 1185.04
1152.92 1185.06
1153.12 1185.07
1153.32 1185.09
1153.52 1185.1
1153.72 1185.12
1153.92 1185.13
1154.11 1185.15
1154.31 1185.16
1154.51 1185.18
1154.71 1185.19
1154.91 1185.21
1155.11 1185.22
1155.31 1185.24
1155.51 1185.25
1155.71 1185.27
1155.91 1185.28
1156.11 1185.3
1156.31 1185.31
1156.51 1185.33
1156.71 1185.34
1156.91 1185.36
1157.11 1185.37
1157.31 1185.39
1157.51 1185.4
1157.7 1185.42
1157.9 1185.43
1158.1 1185.45
1158.3 1185.46
1158.5 1185.48
1158.7 1185.49
1158.9 1185.51
1159.1 1185.52
1159.3 1185.54
1159.5 1185.55
1159.7 1185.57
1159.9 1185.59
1160.1 1185.6
1160.3 1185.62
1160.5 1185.63
1160.52 1185.63
1160.72 1185.64
1160.92 1185.65
1161.12 1185.66
1161.32 1185.67
1161.52 1185.68
1161.72 1185.69
1161.92 1185.7
1162.12 1185.71
1162.32 1185.72
1162.52 1185.73
1162.72 1185.74
1162.92 1185.75
1163.12 1185.76
1163.32 1185.76
1163.52 1185.77
1163.72 1185.78
1163.92 1185.79
1164.12 1185.8
1164.32 1185.81
1164.52 1185.82
1164.72 1185.83
1164.92 1185.84
1165.12 1185.85
1165.32 1185.86
1165.52 1185.87
1165.72 1185.88
1165.92 1185.89
1166.12 1185.9
1166.32 1185.91
1166.52 1185.92
1166.72 1185.92
1166.92 1185.93
1167.12 1185.94
1167.32 1185.95
1167.52 1185.96
1167.72 1185.97
1167.92 1185.98
1168.11 1185.99
1168.31 1186
1168.51 1186.01
1168.71 1186.02
1168.91 1186.03
1169.11 1186.04
1169.31 1186.05
1169.51 1186.06
1169.71 1186.07
1169.91 1186.08
1170.11 1186.09
1170.31 1186.09
1170.51 1186.1
1170.71 1186.11
1170.91 1186.12
1171.11 1186.13
1171.31 1186.14
1171.51 1186.15
1171.71 1186.16
1171.91 1186.17
1172.11 1186.18
1172.31 1186.19
1172.51 1186.2
1172.71 1186.21
1172.91 1186.22
1173.11 1186.23
1173.31 1186.24
1173.51 1186.25
1173.71 1186.25
1173.91 1186.26
1174.11 1186.27
1174.31 1186.28
1174.51 1186.29
1174.71 1186.3
1174.91 1186.31
1175.11 1186.32
1175.31 1186.33
1175.51 1186.34
1175.71 1186.35
1175.91 1186.36
1176.11 1186.37
1176.31 1186.38
1176.5 1186.39
1176.7 1186.4
1176.9 1186.41
1177.1 1186.41
1177.3 1186.42
1177.5 1186.43
1177.7 1186.44
1177.9 1186.45
1178.1 1186.46
1178.3 1186.47
1178.5 1186.48
1178.7 1186.49
1178.9 1186.5
1179.1 1186.51
1179.3 1186.52
1179.5 1186.53
1179.7 1186.54
1179.9 1186.55
1180.1 1186.56
1180.3 1186.57
1180.5 1186.57
1180.7 1186.58
1180.9 1186.59
1181.1 1186.6
1181.3 1186.61
1181.5 1186.62
1181.7 1186.63
1181.9 1186.64
1182.1 1186.65
1182.3 1186.66
1182.7 1186.68
1182.9 1186.69
1183.1 1186.7
1183.3 1186.71
1183.5 1186.72
1183.7 1186.72
1183.9 1186.73
1184.1 1186.74
1184.3 1186.75
1184.5 1186.76
1184.7 1186.77
1184.9 1186.78
1185.1 1186.79
1185.3 1186.8
1185.5 1186.81
1185.7 1186.82
1185.9 1186.83
1186.1 1186.84
1186.3 1186.84
1186.5 1186.85
1186.7 1186.86
1186.9 1186.87
1187.1 1186.88
1187.3 1186.89
1187.5 1186.9
1187.7 1186.91
1187.9 1186.92
1188.1 1186.93
1188.3 1186.94
1188.5 1186.95
1188.7 1186.96
1188.9 1186.97
1189.1 1186.97
1189.3 1186.98
1189.49 1186.99
1189.69 1187
1189.89 1187.01
1190.09 1187.02
1190.29 1187.03
1190.49 1187.04
1190.69 1187.05
1190.89 1187.06
1191.09 1187.07
1191.29 1187.08
1191.49 1187.09
1191.69 1187.09
1191.89 1187.1
1192.09 1187.11
1192.29 1187.12
1192.49 1187.13
1192.69 1187.14
1192.89 1187.15
1193.09 1187.16
1193.29 1187.17
1193.49 1187.18
1193.69 1187.19
1193.89 1187.2
1194.09 1187.21
1194.29 1187.21
1194.49 1187.22
1194.69 1187.23
1194.89 1187.24
1195.09 1187.25
1195.29 1187.26
1195.49 1187.27
1195.69 1187.28
1195.89 1187.29
1196.09 1187.3
1196.29 1187.31
1196.49 1187.32
1196.69 1187.33
1196.89 1187.34
1197.09 1187.34
1197.29 1187.35
1197.49 1187.36
1197.69 1187.37
1197.88 1187.38
1198.08 1187.39
1198.28 1187.4
1198.48 1187.41
1198.68 1187.42
1198.88 1187.43
1199.08 1187.44
1199.28 1187.45
1199.48 1187.46
1199.68 1187.46
1199.88 1187.47
1200.08 1187.48
1200.28 1187.49
1200.48 1187.5
1200.68 1187.51
1200.88 1187.52
1201.08 1187.53
1201.28 1187.54
1201.48 1187.55
1201.68 1187.56
1201.88 1187.57
1202.08 1187.58
1202.28 1187.59
1202.48 1187.59
1202.68 1187.6
1202.88 1187.61
1203.08 1187.62
1214.25 1188.07
1214.45 1188.08
1214.65 1188.08
1214.85 1188.09
1215.05 1188.1
1215.25 1188.1
1215.45 1188.11
1215.65 1188.12
1215.85 1188.12
1216.05 1188.13
1216.25 1188.14
1216.45 1188.14
1216.65 1188.15
1216.85 1188.16
1217.05 1188.16
1217.25 1188.17
1217.45 1188.18
1217.65 1188.18
1217.84 1188.19
1218.04 1188.2
1218.24 1188.2
1218.44 1188.21
1218.64 1188.22
1218.84 1188.22
1219.04 1188.23
1219.24 1188.24
1219.44 1188.24
1219.64 1188.25
1219.84 1188.26
1220.04 1188.26
1220.24 1188.27
1220.44 1188.28
1220.64 1188.28
1220.84 1188.29
1221.04 1188.3
1221.24 1188.3
1221.44 1188.31
1221.64 1188.32
1221.84 1188.32
1222.04 1188.33
1222.24 1188.34
1222.44 1188.34
1222.64 1188.35
1222.84 1188.36
1223.04 1188.37
1223.24 1188.37
1223.44 1188.38
1223.64 1188.39
1223.84 1188.39
1224.04 1188.4
1224.24 1188.41
1224.44 1188.41
1224.64 1188.42
1224.84 1188.43
1225.04 1188.43
1225.24 1188.44
1225.44 1188.45
1225.64 1188.45
1225.84 1188.46
1226.04 1188.47
1226.24 1188.47
1226.44 1188.48
1226.64 1188.49
1226.84 1188.49
1227.04 1188.5
1227.24 1188.51
1227.44 1188.51
1227.64 1188.52
1227.84 1188.53
1228.04 1188.53
1228.24 1188.54
1228.44 1188.55
1228.64 1188.55
1228.84 1188.56
1229.04 1188.57
1229.24 1188.57
1229.44 1188.58
1229.64 1188.59
1229.84 1188.59
1230.04 1188.6
1230.24 1188.61
1230.44 1188.61
1230.64 1188.62
1230.84 1188.63
1231.04 1188.63
1231.24 1188.64
1231.44 1188.65
1231.64 1188.66
1231.84 1188.66
1232.04 1188.67
1232.24 1188.68
1232.44 1188.68
1232.64 1188.69
1232.84 1188.7
1233.04 1188.7
1233.23 1188.71
1233.43 1188.72
1233.63 1188.72
1233.83 1188.73
1234.03 1188.74
1234.23 1188.74
1234.43 1188.75
1236.63 1188.76
1236.83 1188.75
1237.03 1188.75
1237.23 1188.74
1237.43 1188.73
1237.63 1188.73
1237.83 1188.72
1238.03 1188.71
1238.23 1188.71
1238.43 1188.7
1238.63 1188.69
1238.83 1188.69
